WKT,LEFT_FID,RIGHT_FID
"LINESTRING (120.24106852347632 -5.108572882100913, 120.24123467282925 -5.108370453111342, 120.2413023507884 -5.108286512654002, 120.24170308607674 -5.108529710821739, 120.24199679547701 -5.10870909141443, 120.24218590917263 -5.108813906175656, 120.24245831795359 -5.108956137111751, 120.2427751806479 -5.109018466118418, 120.24301832684104 -5.109033856693455, 120.2432495358162 -5.109052782114596, 120.24355200560497 -5.1091353710474445, 120.24389601326129 -5.109262368967181, 120.24416604366697 -5.109403393833454, 120.24444539205565 -5.109595861768555, 120.24504015173707 -5.109911618112915, 120.24494007512732 -5.110174180586545, 120.24488934296423 -5.110183719023518, 120.24481615564544 -5.1103227081280105, 120.24477610178353 -5.110409146528625, 120.24476497571075 -5.110475637598076, 120.24477165135443 -5.1105399122919986, 120.2447916782854 -5.110573157820817, 120.2447916782854 -5.110657379819348, 120.2447427235653 -5.110717221759018, 120.24467151669973 -5.1107792800608935, 120.24464926455427 -5.110865718399869, 120.24464926455427 -5.110923343952643, 120.24483101935837 -5.111031067522885, 120.2448278330022 -5.1111070825743825, 120.24468927093248 -5.111391953308407, 120.24461310348325 -5.111471958088274, 120.24457911904886 -5.111724284744022, 120.24441336107228 -5.1116776678782765, 120.24443126496256 -5.111505604358933, 120.24436289486293 -5.111435019678344, 120.24428040857065 -5.111319904675747, 120.24417892520734 -5.111297950747116, 120.24407070877152 -5.1113023426519115, 120.24378365609478 -5.1111427642796174, 120.24377547204499 -5.111043519670376, 120.24387264853851 -5.110959164785254, 120.24389303838147 -5.1109413529536, 120.24393596706973 -5.110903851992153, 120.2438714631946 -5.1107343697315715, 120.24382284127468 -5.1105935127805795, 120.24390384549473 -5.110562750110657, 120.24388119466587 -5.110443500248761, 120.24378921913122 -5.110159804956791, 120.24347768909433 -5.110258802807242, 120.24337532922513 -5.110051941609648, 120.2434257674216 -5.109882019861687, 120.24350959852099 -5.109838157039069, 120.24350379087623 -5.109737894178299, 120.24363545837483 -5.109726984273498, 120.24393125385102 -5.109697653238563, 120.24393912108091 -5.109642219584274, 120.24373729745838 -5.109517057346189, 120.24349901056995 -5.109434901190888, 120.24339720736177 -5.109681968438172, 120.24314687386482 -5.109621965620879, 120.24294808803178 -5.109571727857685, 120.24272408310055 -5.109497848787002, 120.24266661541544 -5.109559328070355, 120.2419572152897 -5.109132338148535, 120.24172847791763 -5.109093100799076, 120.24106852347632 -5.108572882100913)",-1,14
"LINESTRING (120.27196762754512 -5.108284755468316, 120.27191902251224 -5.108361526351389, 120.27179605491499 -5.108604722374975, 120.27174739867151 -5.108825008548455, 120.27168016458955 -5.109287609266542, 120.27168418204357 -5.109341284059597)",-1,28
"LINESTRING (120.27352435607166 -5.108900613131582, 120.27260694945502 -5.1085602509303145, 120.27196762754512 -5.108284755468316)",-1,33
"LINESTRING (120.27090261280597 -5.109427791291464, 120.27105030960121 -5.109068865677789, 120.27122324324453 -5.108631219699931, 120.27126723721726 -5.108519883380123, 120.2714325148904 -5.108152241340023, 120.27146192235301 -5.108069759076781)",29,28
"LINESTRING (120.27146192235301 -5.108069759076781, 120.27157158789304 -5.108113530956147, 120.2719506835289 -5.108277429862505, 120.27196762754512 -5.108284755468316)",30,28
"LINESTRING (120.2684496213195 -5.108367825025593, 120.268475468249 -5.108176664070261, 120.26852312954799 -5.107901914927358)",26,24
"LINESTRING (120.27227996337318 -5.107791425166284, 120.27196762754512 -5.108284755468316)",33,30
"LINESTRING (120.26852312954799 -5.107901914927358, 120.26855493756527 -5.107707623222056)",26,24
"LINESTRING (120.27227996337318 -5.107791425166284, 120.27232685029871 -5.1077156466088995, 120.27237196790632 -5.1076997859794675, 120.27271167695201 -5.107842531630145, 120.27307129082448 -5.1079720600634575, 120.27355431462384 -5.108192787027186, 120.27378388362737 -5.108309098210982, 120.27352435607166 -5.108900613131582)",-1,33
"LINESTRING (120.26856493103293 -5.107651112938226, 120.26856107070975 -5.107670160351561, 120.26855493756527 -5.107707623222056)",-1,26
"LINESTRING (120.26855493756527 -5.107707623222056, 120.26856493103293 -5.107651112938226)",-1,24
"LINESTRING (120.27029400545737 -5.107567670812661, 120.27028895884402 -5.107582080466753, 120.2700161038376 -5.108161905675488, 120.26984423297979 -5.108544194711382, 120.26963897586272 -5.109075133628569)",29,24
"LINESTRING (120.27029400545737 -5.107567670812661, 120.27037419302906 -5.10760133971979, 120.27044729698919 -5.10763203437896, 120.27073139824584 -5.107751321885943, 120.27129307367316 -5.108002364832463, 120.27130710017863 -5.108007963370807, 120.27134077299154 -5.108021403534278, 120.27146192235301 -5.108069759076781)",30,29
"LINESTRING (120.26515248719191 -5.107499215069454, 120.26523807794756 -5.1075051628074, 120.26544906911263 -5.107523006020885, 120.26561626965857 -5.1075646401837576, 120.26585711806388 -5.107677647183604, 120.26657966328025 -5.108020633219177, 120.2672713560148 -5.108358662629507, 120.2671489373318 -5.108970932893684, 120.26713178119101 -5.1090567383349255, 120.26698041142603 -5.109623559412555, 120.266453201836 -5.109369766879522, 120.26661274927206 -5.1089252942061, 120.26608618228897 -5.108692538968172, 120.26592416167881 -5.109161152762874, 120.26564685717287 -5.109061843906269, 120.26553311507064 -5.108879925962094, 120.26549106812463 -5.108794951283245, 120.26548795234366 -5.108407025760873, 120.26525426877126 -5.107832895556961, 120.26515248719191 -5.107499215069454)",-1,32
"LINESTRING (120.27036571303617 -5.107362923256685, 120.27029400545737 -5.107567670812661)",30,24
"LINESTRING (120.26856493103293 -5.107651112938226, 120.26950295903096 -5.107936796544153, 120.269539131086 -5.10795473663259, 120.26958418034171 -5.107851677378748, 120.26983350711977 -5.10728129174882, 120.26985270674228 -5.107218720872518)",25,24
"LINESTRING (120.26985270674228 -5.107218720872518, 120.26999272934806 -5.107262352904283, 120.27036571303617 -5.107362923256685)",-1,24
"LINESTRING (120.26856493103293 -5.107651112938226, 120.26859884442787 -5.107483779021103, 120.26868162177338 -5.107075342485932, 120.26870682383426 -5.106967185627707)",26,25
"LINESTRING (120.2684496213195 -5.108367825025593, 120.26839992769953 -5.108349706370661, 120.26831154180138 -5.108315832754394, 120.26821745281633 -5.108292718514183, 120.26816611653301 -5.108309236035933, 120.26805609294517 -5.108404789386854, 120.26804025487228 -5.108468889298721, 120.26801356002488 -5.108578756381619, 120.26797829313618 -5.108571334531196, 120.26783546777868 -5.108541277183652, 120.26785181350736 -5.108484822652557, 120.26735568497125 -5.108326564205588, 120.26755452135282 -5.107515964211172, 120.26769634116081 -5.106910239530003)",-1,26
"LINESTRING (120.26870682383426 -5.106967185627707, 120.26870832820164 -5.106960729502117, 120.26872169396738 -5.1069033691320636)",26,25
"LINESTRING (120.26872169396738 -5.1069033691320636, 120.26913439963329 -5.107017697348735, 120.26968695049631 -5.107170675676785, 120.26985270674228 -5.107218720872518)",-1,25
"LINESTRING (120.27036571303617 -5.107362923256685, 120.27038148819238 -5.107324895784491, 120.2707364309679 -5.107454274889876, 120.27076896584714 -5.107400196238985, 120.27108390444164 -5.106864458942149, 120.2714165362155 -5.107019540837297, 120.27174916798936 -5.107438966683884, 120.27227996337318 -5.107791425166284)",-1,30
"LINESTRING (120.26769634116081 -5.106910239530003, 120.26772314862532 -5.10670148532044, 120.26773572474183 -5.1066194363647215, 120.26841563883868 -5.106820775680519, 120.26872169396738 -5.1069033691320636)",-1,26
"LINESTRING (120.26780097991643 -5.103755970471345, 120.26793701696774 -5.103545196242163, 120.26801622825221 -5.103445054349341, 120.26806756770827 -5.103484005240298, 120.26806729443203 -5.103548558043312, 120.2683307989575 -5.103825109844949, 120.26820954322139 -5.1040799405871455, 120.26812004109205 -5.104268917923592, 120.26802030565142 -5.10450949482457, 120.26796793351866 -5.104714410004683, 120.26789525272332 -5.1049852271819, 120.26782068549386 -5.105363626201041, 120.26779024963781 -5.105793856254491, 120.26771814479393 -5.1066040598109135, 120.26765012563669 -5.106596971253084, 120.26723929414067 -5.106503037381825, 120.26663051558492 -5.10633977625987, 120.26622413659243 -5.106355258995941, 120.26608520489081 -5.106430835585905, 120.2659446542126 -5.106473133923271, 120.26569531284044 -5.106568184674807, 120.26521995845259 -5.106655099130173, 120.26470035727814 -5.106717437506146, 120.26465141603286 -5.106450406525174, 120.26476262550374 -5.106421981046581, 120.26475778069474 -5.1061965971757255, 120.26475442175513 -5.106049390345, 120.26475442175682 -5.105967363456075, 120.26473837349782 -5.105849709843356, 120.26499480691473 -5.105769034911909, 120.26501784728185 -5.105921766536679, 120.2652790688202 -5.105873532725778, 120.2653407753027 -5.106205068423784, 120.26538926132795 -5.106220016441097, 120.26573523210034 -5.106209979613195, 120.2660912796914 -5.1060460447348115, 120.26691416381108 -5.106026583360788, 120.26700568095632 -5.105459256447074, 120.26733967021896 -5.10549355799099, 120.26733959908627 -5.105479518702237, 120.26734490422615 -5.105413383940747, 120.2673653208095 -5.105197638767909, 120.2673945482323 -5.104530481528145, 120.26752554687437 -5.10451375343741, 120.26761959718138 -5.104527135910051, 120.26763303293957 -5.1044267673587145, 120.26765654551635 -5.104349818125507, 120.26768341703264 -5.104239412687737, 120.26778082627918 -5.104169154671976, 120.26792861961897 -5.103980127115258, 120.26794373484688 -5.103874740046142, 120.26780097991643 -5.103755970471345)",-1,27
